Distance_(pixels),IMG_6561,IMG_6562,IMG_6563,IMG_6564,IMG_6565,IMG_6566,IMG_6567,Average
1510,27.233,109.707,1.6133,46.96,27.267,98.653,101.753,59.02661429
1511,26.233,110.727,1.5133,47.547,27.04,99.373,102.44,59.26761429
1512,26,111.22,1.5733,48.187,26.773,100.207,103.16,59.58861429
1513,27.193,111.22,1.8667,48.613,26.8,100.553,103.747,59.99895714
1514,28.373,111.533,2.2733,50.26,26.66,100.027,104.267,60.48475714
1515,29.14,112.033,3.8,51.66,26.693,99.373,104.953,61.09314286
1516,29.607,112.013,5.2533,51.953,27.46,98.753,105.633,61.52461429
1517,30.513,111.94,7.38,53.253,28.913,98.613,105.56,62.31028571
1518,31.593,112.087,9.3133,54.007,28.967,97.76,106.3,62.86104286
1519,32.48,112.04,12.0933,54.493,29.187,96.907,107.333,63.50475714
1520,31.98,112.347,18.58,55.7,29.053,96.18,107.8,64.52
1521,31.687,112.913,28.1267,58.12,30.253,94.987,108.04,66.30381429
1522,31.647,113.007,36.36,59.86,31.52,93.84,107.94,67.73914286
1523,31.84,111.933,36.5467,64.273,33.42,92.76,108.153,68.41795714
1524,32.173,111.12,37.3267,70.367,34.587,91.62,108.287,69.35438571
1525,32.413,112.64,41.8333,78.327,36.673,90.24,109.26,71.62661429
1526,32.973,113.673,47.6067,90.553,38.78,88.42,109.973,74.56838571
1527,32.86,112.587,53.54,103.96,40.873,86.92,110.14,77.26857143
1528,34.327,112.067,62.6733,113.787,43.3,86.947,110.447,80.5069
1529,35.033,112.92,48.0467,115.16,46.88,85.867,111.22,79.30381429
1530,35.94,113.36,35.7867,113.733,51.947,84.407,111.607,78.11152857
1531,35.887,112.187,26.7333,113.707,57.8,84,112.173,77.49818571
1532,35.673,109.96,20.94,123.753,63.647,83.287,111.54,78.4
1533,35.973,108.887,18.9133,110.56,69.593,83.013,111.22,76.8799
1534,36.6,107.68,17.6733,122.48,75.04,82.313,110.58,78.90947143
1535,37.92,105.153,13.6933,117.853,80.3,81.893,104.307,77.30275714
1536,39.213,103.74,9.6533,110.04,88.667,81.313,89.9,74.64661429
1537,39.973,103.293,7.82,113.953,93.007,81.307,78.86,74.03042857
1538,39.747,100.387,6.98,119.16,96.613,81.36,69.507,73.39342857
1539,40.313,92.347,6.0333,117.74,98.987,81.267,64.22,71.55818571
1540,41.507,81.267,5.46,114.86,100.4,80.66,60.36,69.21628571
1541,42.913,73.1,4.8267,114.687,102.473,80.84,59.233,68.2961
1542,44.3,66.92,3.8933,116.26,104.607,80.42,58.633,67.8619
1543,47.36,62.667,3.3267,119.92,105.2,79.767,57.287,67.93252857
1544,52.253,59.313,2.98,117.793,105.567,79.327,55.933,67.59514286
1545,57.707,56.593,2.9133,113.433,106.353,79.66,55.553,67.4589
1546,63.24,54.64,3.2333,120.48,106.667,79.66,55.493,69.05904286
1547,70.52,52.92,3.4133,114.173,106.34,78.78,55.527,68.81047143
1548,80.76,50.553,2.96,112.26,105.84,77.727,54.42,69.21714286
1549,93.087,49.24,2.8333,112.793,106.2,78.48,53.747,70.91147143
1550,104.04,48.553,2.3133,115.527,106.273,79.373,52.867,72.70661429
1551,109.88,47.333,2.4733,113.673,106.16,78.887,52.113,72.93132857
1552,111.593,47.053,2.6733,113.8,106.827,77.6,51.82,73.05232857
1553,112.153,47.327,2.5267,112.947,106.66,77.06,51.727,72.91438571
1554,115.14,46.713,2.3733,112.54,106.66,76.72,51.613,73.10847143
1555,114.107,46.093,2.4067,113.22,107.007,77.04,51.44,73.04481429
1556,114.633,45.753,2.5067,113.713,107.153,76.993,50.62,73.0531
1557,116.747,46.087,2.5867,114.807,107.247,76.8,51.127,73.62881429
1558,115.607,45.233,2.42,114.433,107.82,76.54,50.56,73.23042857
1559,117.42,44.793,2.3867,110.62,108.26,76.733,49.827,72.86281429
1560,119.62,43.427,2.2933,102.873,108.687,76.167,49.547,71.80204286
1561,117.22,43.3,2.26,99.353,109.093,75.84,49.32,70.91228571
1562,113.92,43.333,2.2267,96.553,109.313,76.267,48.933,70.07795714
1563,115.507,43.18,2.2467,93.853,110.113,76.387,48.68,69.99524286
1564,116.14,41.5,2.34,89.56,110.233,75.487,48.14,69.05714286
1565,114.253,41.727,2.42,86.273,111.173,75.387,48.567,68.54285714
1566,113.48,41.967,2.5133,83.107,111.66,75.627,48.8,68.1649
1567,112,41.147,2.48,79.6,112.193,75.393,48.133,67.278
1568,109.76,40.82,2.5,76.193,113.293,75.967,47.707,66.60571429
1569,108.793,40.407,2.58,75.32,113.187,76.247,47.513,66.29242857
1570,107.06,40.84,2.56,75.387,113.173,76.353,48.213,66.22657143
1571,100.2,41.007,2.4067,75.507,113.727,76.107,48.993,65.4211
1572,88.567,40.473,2.4067,74.447,114.293,75.687,48.56,63.49052857
1573,80.127,40.187,2.7067,74.087,114.113,75.747,47.867,62.11924286
1574,73.62,40.133,2.6133,73.34,113.913,75.8,46.993,60.91604286
1575,70.02,39.48,2.5067,72.593,113.853,75.967,46.433,60.12181429
1576,66.7,40.08,2.3133,71.933,115.107,75.373,47.76,59.89518571
1577,62.9,39.593,2.1333,72.02,114.193,75.04,48,59.12561429
1578,60.64,39.3,2.2,71.513,113.587,74.68,48.293,58.60185714
1579,59.427,39.787,2.5533,71.247,113.733,74.747,48.533,58.57532857
1580,58.073,39.96,2.5467,70.86,113.56,74.827,48.827,58.3791
1581,57.16,39.613,2.3,70.867,113.273,75.173,49,58.198
1582,55.56,39.233,2.0933,69.373,112.547,74.833,48.64,57.46847143
1583,54.16,39.48,2.1733,68.187,112.013,73.96,48.48,56.9219
1584,53.513,39.973,2.38,67.753,111.353,74.78,48.607,56.90842857
1585,53.373,40.52,2.38,67.2,110.953,75.507,49.227,57.02285714
1586,53.353,40.76,2.3467,66.56,109.68,76.02,49.773,56.92752857
1587,52.8,40.04,2.4067,66.013,108.773,76.313,49.36,56.52938571
1588,51.427,38.94,2.4067,64.98,107.74,77.313,48.86,55.95238571
1589,52.073,38.82,2.4,64.473,105.673,79,50.013,56.06457143
1590,51.72,38.873,2.3133,63.613,101.673,80.12,50.227,55.50561429
1591,50.18,39.147,2.3067,63.053,97.633,80.913,49.18,54.63038571
1592,49.473,40.02,2.3867,63.433,92.607,82.393,49.407,54.24567143
1593,49.993,40.127,2.0933,63.38,87.547,84.953,49.627,53.96004286
1594,49.787,39.98,2.12,62.713,81.953,88.233,49.007,53.399
1595,48.813,39.527,2.2,61.573,77.333,91.733,49.393,52.93885714
1596,47.227,39.073,2.2533,60.427,72.687,95.227,50.207,52.44304286
1597,47.5,39.487,2.2,61.173,69.78,99.1,49.887,52.73242857
1598,47.16,39.787,2.1533,60.753,67.093,102.567,49.313,52.68947143
1599,46.067,39.573,2.3267,59.473,65.713,104.947,50.4,52.64281429
1600,45.293,39.813,2.1333,59.04,63.56,107.94,51.153,52.70461429
1601,45.853,40.307,2.22,59.033,61.74,109.707,50.427,52.75528571
1602,46.04,40.393,2.1333,58.093,60.273,110.313,50.5,52.53504286
1603,45.193,39.78,1.9933,58.34,59.32,109.38,50.727,52.10475714
1604,43.867,39.707,2.0933,59.98,58.12,108.82,50.033,51.8029
1605,43.8,39.98,2.3333,60.307,57.313,109.3,49.467,51.78575714
1606,44.3,40.12,2.34,58.873,55.873,109.893,49.46,51.55128571
1607,44.173,40.107,2.1,58.32,54.78,109.567,49.627,51.23914286
1608,43.853,40.173,2.2067,56.827,54.233,109.547,50.58,51.05995714
1609,43.587,40.64,2.0933,57.273,53.213,109.773,49.747,50.90375714
1610,43.413,41.18,2.0133,58.873,51.6,109.787,48.993,50.83704286
1611,43.76,40.947,2.06,58.747,51.78,109.507,49.66,50.923
1612,43.307,40.067,2.1733,57,51.947,108.993,50.507,50.57061429
1613,42.707,40.553,2.36,57.107,51.8,109.307,50.507,50.62014286
1614,42.593,40.647,2.2867,58.433,50.56,109.273,50.013,50.54367143
1615,43.227,39.6,1.98,58.553,49.787,108.74,49.733,50.23142857
1616,44.573,39.487,2.36,57.473,49.987,109.46,50.987,50.61814286
1617,43.827,39.28,2.04,57.8,50.107,108.847,51.873,50.53914286
1618,42.447,38.973,1.9,58.02,50.087,108.033,51.767,50.17528571
1619,42.073,39.813,2.0067,57.333,49.8,108.033,51.027,50.01224286
1620,41.693,40.873,2.1067,56.54,49.067,107.527,51.42,49.88952857
1621,42.113,40.933,2.0867,57.14,49.4,106.247,53.347,50.18095714
1622,43.233,40.173,2.0933,58.067,49.02,102.12,53.84,49.79232857
1623,42.867,40.06,2.1067,57.793,47.873,97.467,53.22,48.76952857
1624,42.66,39.853,2.28,56.853,47.133,89.853,53.827,47.49414286
1625,43.82,39.62,2.1067,56.64,47.433,82.413,53.907,46.56281429
1626,44.373,39.88,2.02,57.1,46.86,74.453,54.367,45.579
1627,43.567,40.1,1.82,57.033,46.327,67.54,55.793,44.59714286
1628,42.567,39.86,1.98,56.613,46.38,61.46,56,43.55142857
1629,41.98,39.873,2,57.253,47.067,57.933,54.933,43.00557143
1630,42.28,40.407,2.18,58.033,46.747,55.133,53.753,42.64757143
1631,42.907,40.68,2.4267,58.607,46,52.247,53.633,42.35724286
1632,42.407,40.38,2.1067,57.38,44.34,49.373,54.407,41.48481429
1633,41.78,40.113,2.0067,56.613,44.827,47.227,54.427,40.9991
1634,41.66,40.567,1.96,57.247,45.133,46.533,54.333,41.06185714
1635,41.793,40.433,2,58.66,44.947,45.347,54.847,41.14671429
1636,41.833,39.713,2,58.013,44.467,43.22,55.313,40.65128571
1637,42.273,40.047,2.1333,57.28,44.3,41.48,55.613,40.44661429
1638,42.22,40.413,2,57.447,44.1,40.733,55.28,40.31328571
1639,41.52,40.14,2.0667,56.767,44.687,40.64,55.513,40.19052857
1640,41.433,40.627,2.0867,58.44,44.947,41.667,56.287,40.78395714
1641,42.153,40.573,2.0067,57.887,44.333,42.353,57.12,40.91795714
1642,42.713,41.36,1.9333,56.78,44.187,40.62,57.513,40.72947143
1643,41.92,42.113,1.98,57.4,44.693,38,57.673,40.53985714
1644,41.207,41.573,2.2533,57.76,44.967,36.307,58.847,40.41632857
1645,41.633,41.553,2.4933,56.893,44.393,37.6,60.38,40.70647143
1646,41.873,41.5,2.4067,56.847,44.047,38.36,60.707,40.8201
1647,41.42,41.213,2.1533,57.08,44.267,38.167,59.893,40.59904286
1648,41.473,41.973,2.1733,57.293,44.147,36.773,60.173,40.57218571
1649,41.78,42.013,1.9933,58.013,43.987,35.76,61.62,40.73804286
1650,42.42,41.853,2.1,58.873,44.667,35.953,63.247,41.30185714
1651,42.533,41.893,2.32,59.127,44.787,36.367,64.093,41.58857143
1652,42.2,42.627,2.2933,58.4,43.913,36.047,64.787,41.46675714
1653,41.813,44.233,2.2267,57.653,44.193,36.6,67.193,41.98738571
1654,41.547,44.893,2.1133,58.187,44.88,36.66,68.98,42.46575714
1655,41.1,44.427,2.2333,59.093,44.46,35.653,69.327,42.32761429
1656,42.113,45.06,2.2067,58.247,43.913,34.68,72.253,42.63895714
1657,41.873,46.167,2.2067,56.833,44.5,34.167,74.113,42.8371
1658,41.893,47.607,2.26,57.48,44.567,34.36,76.233,43.48571429
1659,42.26,48.38,2.1933,58.753,43.38,34.373,77.8,43.87704286
1660,41.827,48.18,2.34,58.773,42.76,33.68,78.747,43.75814286
1661,41.707,47.733,2.36,58.88,44.013,33.913,80.633,44.177
1662,41.62,47.227,2.1867,58.72,44.52,34.573,86.3,45.02095714
1663,41.733,46.587,2.3067,57.613,43.653,34.66,93.207,45.67995714
1664,42.833,46.427,2.5,57.127,43.58,34.233,99.9,46.65714286
1665,42.953,45.913,2.4267,57.773,43.7,35,103.747,47.35895714
1666,42.947,46.307,2.3333,59.473,43.687,35.687,106.873,48.18675714
1667,42.813,46.8,2.2533,62.313,43.473,35.693,111.307,49.23604286
1668,42.38,46.507,2.2933,62.86,42.947,34.993,118.307,50.04104286
1669,42.073,48.333,2.3133,60.813,43.453,34.68,124.427,50.87032857
1670,41.707,49.573,2.4333,59.307,43.72,34.66,128.373,51.39618571
1671,42.1,49.827,2.18,58.293,43.187,34.427,131.773,51.68385714
1672,42.6,48.893,2.3933,60.133,44.267,35.1,135.393,52.68275714
1673,43.313,49.247,2.3533,60.66,44.607,35.027,138.153,53.33718571
1674,44.093,49.467,2.4,62.12,44,34.487,141.207,53.96771429
1675,43.84,50.053,2.4267,63.3,43.447,34.607,145.827,54.78581429
1676,43.047,49.68,2.52,63.02,42.707,35.667,151.293,55.41914286
1677,43.487,49.78,2.48,63.207,42.3,36.307,155.047,56.08685714
1678,43.84,50.267,2.4467,62.52,42.54,35.513,156.707,56.26195714
1679,43.22,50.713,2.3667,61,43.793,34.673,157.86,56.23224286
1680,44.347,52.06,2.4267,60.753,45.3,35.36,160.587,57.26195714
1681,44.48,51.873,2.4467,61.413,45.38,34.807,162.513,57.55895714
1682,44.62,52.453,2.3733,62.107,45.107,34.587,163.687,57.84775714
1683,43.827,52.707,2.22,63.42,45.2,35.033,164.193,58.08571429
1684,43.38,52.513,2.3667,64.627,44.88,35.58,164.58,58.27524286
1685,45.073,53.127,2.5467,64.827,44.447,35.587,165.38,58.71252857
1686,46.827,53.607,2.6467,64.273,44.593,35.78,164.887,58.94481429
1687,46.7,53.773,2.6133,64.887,45.233,36.333,164.16,59.0999
1688,46.62,53.847,2.3467,67.507,47.1,36.86,163.073,59.62195714
1689,45.14,54.14,2.1933,67.24,47.193,36.673,163.493,59.4389
1690,45.953,53.987,2.2667,66.113,46.893,36.96,163.527,59.38567143
1691,47.547,55.373,2.7667,65.967,46.847,37.373,163.333,59.88667143
1692,46.927,56.727,3.0067,65.62,47,37,162.5,59.82581429
1693,46.413,56.873,2.84,65.687,46.8,37.487,162.053,59.73614286
1694,46.367,56.313,2.36,65.533,46.667,37.973,161.9,59.58757143
1695,46.28,56.813,2.08,65.093,47.3,38.18,161.92,59.66657143
1696,48.72,59.993,2.0533,65.767,48.127,39.913,162.207,60.96861429
1697,49.153,59.713,2.5133,67.44,48.987,40.2,161.253,61.32275714
1698,48.553,58.06,2.78,69.187,49.807,39.313,160.86,61.22285714
1699,48.093,57.993,2.52,70.58,49.887,39.467,161.553,61.44185714
1700,48.42,59.693,2.5733,71.527,49.913,39.533,161.967,61.94661429
1701,48.933,60.067,2.8,73,49.873,40.1,161.427,62.31428571
1702,48.18,59.487,3.18,73.493,49.66,41.073,160.833,62.27228571
1703,47.587,60.62,2.9867,74.067,49.153,41.587,160.707,62.38681429
1704,47.173,61.7,2.7867,76.68,49.42,43.413,161.213,63.19795714
1705,47.667,61.907,3.3,76.547,49.407,43.8,161.173,63.40014286
1706,47.913,62.42,3.3067,75.66,50.053,43.72,160.307,63.33995714
1707,49.033,64.067,2.8533,75.24,50.433,44.42,159.613,63.66561429
1708,49.86,66.227,2.7267,74.827,49.84,45.807,158.693,63.99724286
1709,50.5,67.847,2.9267,75.627,50.247,47.06,159.027,64.74781429
1710,50.953,68.967,3.04,76.287,50.993,47.713,158.747,65.24285714
1711,51.867,70.3,2.8467,77.28,51.033,48.027,157.987,65.6201
1712,52.26,74.987,3.08,78.567,50.553,47.9,157.58,66.41814286
1713,52.88,78.727,3.0933,77.9,50.787,47.967,156.48,66.83347143
1714,52.913,80.6,2.9133,76.94,51.947,49.467,155.433,67.17332857
1715,52.287,84.007,2.9933,78.047,52.713,51.18,155.62,68.12104286
1716,52.227,89.9,3.0533,78.953,51.767,51.807,155.34,69.00675714
1717,53.813,93.407,3.1133,79.227,52.713,52.12,153.833,69.74661429
1718,54.133,94.707,3.3467,79.653,53.673,53.46,152.473,70.20652857
1719,53.66,97.173,3.62,79.553,53.62,54.487,152.72,70.69042857
1720,52.627,105.82,3.72,79.433,54.32,58.093,152.967,72.42571429
1721,53.5,114.107,3.5867,81.32,53.993,61.48,152.06,74.29238571
1722,53.947,119.92,3.8533,82.107,53.507,63.807,151.893,75.57632857
1723,54.107,123.8,4.0067,80.333,54.453,64.553,152.06,76.18752857
1724,55.18,127.587,3.7333,78.587,54.7,66.707,151.42,76.8449
1725,56.58,129.947,4.0333,80.173,55.22,69.193,151.047,78.02761429
1726,55.953,131.293,4.4733,82.96,55.053,70.153,151.167,78.72175714
1727,54.827,133.547,4.3733,84.487,55.393,70.513,151.413,79.2219
1728,55.367,137.027,5.22,87.207,56.233,72.553,151.087,80.67057143
1729,56.073,140.273,5.9467,90.26,56.5,74.427,150.893,82.05324286
1730,55.84,144.58,7,91.987,56.947,76.887,150.807,83.43542857
1731,55.473,147.84,7.5667,93.713,57.587,79.28,150.647,84.58667143
1732,55.407,150.947,9.0133,96.32,57.927,81.24,150.407,85.89447143
1733,55.52,153.947,10.76,99.473,59.573,83.34,150.007,87.51714286
1734,55.42,156.713,12.0867,101.88,60.26,83.1,149.32,88.3971
1735,56.127,158.213,13.2867,101.953,59.947,81.647,149.16,88.6191
1736,56.86,160.633,13.9,104.6,60.8,81.62,150.18,89.799
1737,56.713,162.033,15.9467,109.013,63.833,83.713,149.96,91.60167143
1738,57.487,163.427,17.8933,110.367,66.047,85.14,149.473,92.83347143
1739,58.333,164.887,21.2133,111.907,66.607,85.713,149.373,94.00475714
1740,58.273,165.92,22.82,117.767,66.647,86.927,149.38,95.39057143
1741,60.18,167.653,23.48,125.993,67.327,88.953,148.72,97.47228571
1742,60.96,168.907,25.9333,131.433,67.847,89.333,148.48,98.98475714
1743,59.84,169.187,27.5333,134.713,67.933,88.347,149,99.50761429
1744,60,170.267,29.1333,143.2,68.56,88.98,149.34,101.3543286
1745,62.093,170.687,31.2333,151.487,71.267,89.44,148.907,103.5877571
1746,65.02,171.813,32.98,158.92,73.953,90.507,148.527,105.96
1747,67.093,172.693,35.1667,162.793,76.827,91.367,148.54,107.7828143
1748,67.627,172.92,37.56,162.887,79.593,91.493,149.2,108.7542857
1749,68.467,173.18,40.5267,160.967,84.28,91.413,149.5,109.7619571
1750,68.78,172.64,43.66,161.607,90.107,91.4,149.087,111.0401429
1751,68.86,172.053,43.7733,163.793,92.44,91.447,148.533,111.5570429
1752,70.253,171.927,44.9,167.24,94.927,91.64,148.3,112.741
1753,71.647,172.133,45.22,167.713,96.433,92.233,147.92,113.3284286
1754,74.013,172.093,44.7533,167.887,99.947,93.373,147.987,114.2933286
1755,77.507,172.193,45.2667,168.613,104.647,94.227,148.493,115.8495286
1756,81.393,172.067,45.8467,169.307,108.093,94.4,148.7,117.1152429
1757,84.967,172.153,45.5867,169.813,110.787,95.113,148.14,118.0799571
1758,88.567,171.953,44.9133,171.82,113.073,95.607,147.26,119.0276143
1759,91.733,171.567,44.1333,174.26,114.353,95.593,146.66,119.7570429
1760,99.167,171.62,44.2533,175.833,117,95.64,145.793,121.3294714
1761,103.073,171.427,44.16,177.467,118.627,95.747,145.907,122.344
1762,104.747,170.607,42.8533,179.247,120,95.36,145.173,122.5696143
1763,109.8,170.3,42.4933,180.713,121.54,95.6,144.28,123.5323286
1764,121.447,169.833,41.6667,181.693,124.24,96.447,142.127,125.3505286
1765,130.233,169.413,40.7467,182.88,127.787,97.007,141.44,127.0723857
1766,133.507,167.987,39.3333,183.087,129.88,96.92,141.033,127.3924714
1767,135.553,166.84,37.0533,183.347,130.407,97.12,139.433,127.1076143
1768,140.32,166.687,35.12,184.167,132.76,97.227,136.607,127.5554286
1769,143.68,166.487,34.4267,184.227,134.993,97.247,134.827,127.9839571
1770,147.527,165.067,33.7333,184.347,137.493,97.253,133.147,128.3667571
1771,152.707,163.053,33.48,184.36,139.053,96.753,131.707,128.7304286
1772,157.993,160.92,32.18,184.18,140.813,96.233,129.667,128.8551429
1773,160.007,160.713,31.9533,184.3,143.007,96.967,128.42,129.3381857
1774,160.86,160.353,31.7533,184.133,144.573,97.433,127.58,129.5264714
1775,161.893,159.693,31.32,184.12,145.173,97.047,126.447,129.3847143
1776,165.787,157.86,31.66,184.22,145.6,97.407,125.333,129.6952857
1777,168.2,157.68,31.3,183.953,146.427,99.28,123.967,130.1152857
1778,170.473,157.033,30.5067,183.607,148.093,99.86,121.613,130.1693857
1779,171.827,155.527,29.3,184.02,150.24,98.267,120.373,129.9362857
1780,173.293,152.653,27.3467,184.047,151.12,97.353,118.993,129.2579571
1781,174.173,151.847,26.9133,183.773,152.627,98.56,116.787,129.2400429
1782,174.62,151.14,26.5133,183.253,153.767,99.687,113.067,128.8639
1783,175.673,150.373,25.36,183.173,154.313,99.913,110.567,128.4817143
1784,176.74,148.413,24.0733,183.533,157.38,100.1,109.1,128.4770429
1785,176.94,147.56,23.0333,183.313,158.72,100.533,107.92,128.2884714
1786,177.547,145.347,21.86,182.967,160.28,101.26,105.053,127.7591429
1787,177.953,144.5,21.7933,182.813,161.887,101.227,102.487,127.5229
1788,178,142.9,22.0133,183.507,163.273,100.72,99.88,127.1847571
1789,178.027,141.673,21.9333,183.933,164.78,101.013,98.087,127.0637571
1790,177.5,139.74,21.6933,183.553,166.247,101.173,96.4,126.6151857
1791,176.807,138.433,21.26,182.513,166.96,100.7,95.847,126.0742857
1792,176.973,137.6,20.6933,182.713,169.507,101.88,95.467,126.4047571
1793,176.58,136.393,21.2067,183.073,170.36,101.267,93.66,126.0771
1794,176.367,135.687,19.5467,182.973,171.247,102.067,90.947,125.5478143
1795,176.48,135.693,18.5133,182.447,172.093,103.4,89.9,125.5037571
1796,176.667,132.467,18.1,182.333,172.527,103.947,88.78,124.9744286
1797,176.253,129.887,17.8533,182.72,172.787,103.287,88.94,124.5324714
1798,175.98,127.493,17.8067,182.567,172.067,103.007,87.94,123.8372429
1799,175.873,124.94,16.96,182.007,171.187,103.14,85.52,122.8038571
1800,175.62,122.933,15.7067,180.713,170.773,104.84,83.86,122.0636714
1801,174.673,120.06,15.0467,181.033,170.387,105.833,84.627,121.6656714
1802,173.22,115.42,14.5933,180.327,170.747,107.107,83.633,120.7210429
1803,172.98,111.02,14.7867,179.593,171.567,107.58,82.58,120.0152429
1804,172.313,107.187,15.2667,178.453,171.76,107.92,81.507,119.2009571
1805,172.033,105.413,15.4267,178.36,171.447,110.473,80.053,119.0293857
1806,171.367,103.307,14.5333,177.553,171.293,112.38,77,118.2047571
1807,171.147,101.647,13.24,176.48,171.34,112,74.793,117.2352857
1808,170.787,99.827,11.4667,176.087,171.893,111.493,74.613,116.5952429
1809,169.527,98.347,10.8133,176.413,170.733,114.98,72.453,116.1809
1810,168.153,95.213,9.84,175.587,169.693,117.427,70.153,115.1522857
1811,167.887,92.607,9.04,174.96,169.513,117.887,68.78,114.382
1812,167.267,90.433,8.4,174.48,168.56,118.78,68.133,113.7218571
1813,165.873,88.367,8.5067,174.4,167.767,120.927,67.947,113.3982429
1814,163.773,85.313,8.3467,173.493,165.987,123.307,66.753,112.4246714
1815,162.927,83.627,8.14,172.867,164.687,125.027,65.733,111.8582857
1816,161.553,80.773,6.4667,172.693,161.847,126.987,66.24,110.9371
1817,160.673,78.407,6.4267,171.607,161.013,128.38,65.967,110.3533857
1818,159.06,76.5,5.94,170.807,159.913,130.747,65.14,109.7295714
1819,158.08,75.9,5.5733,170.76,159.267,133.86,64.66,109.7286143
1820,156.433,73.753,5.8467,169.26,157.867,135.947,62.007,108.7305286
1821,155.127,71.707,5.8533,167.907,157.26,137.547,60.613,108.0020429
1822,153.367,70.04,5.1867,163.987,156.287,139.693,60.42,106.9972429
1823,152.173,70.033,4.62,160.013,155.367,141.267,58.52,105.999
1824,151.607,69.58,4.7867,156.993,154.94,143.34,57.847,105.5848143
1825,150.593,67.52,4.4267,154.767,154.713,144.667,57.453,104.8771
1826,148.74,67.067,3.9067,149.053,153.7,146.307,56.407,103.5972429
1827,147.707,66.613,3.9,143.653,152.567,147.553,55.88,102.5532857
1828,146.133,63.307,3.84,141.3,151.16,148.92,56.127,101.541
1829,146.38,60.493,3.8133,139.867,150.887,149.533,56.473,101.0637571
1830,145.667,59.107,4.0667,136.047,148.967,150.013,54.673,99.79152857
1831,144.787,59.373,3.5933,132.773,147.64,150.647,52.827,98.80575714
1832,144.253,58.873,3.92,131.14,146.32,151.107,53.14,98.39328571
1833,142.807,58.673,3.46,127.787,144.973,151.14,53.453,97.47042857
1834,138.56,57.68,2.9933,124.867,142.807,151.16,52.08,95.73532857
1835,133.813,57.347,2.3867,122.24,141.907,151.067,51.047,94.25824286
1836,129.807,57.26,1.9267,118.173,140.407,150.727,51.22,92.78867143
1837,128.273,56.88,1.9133,116.08,138.06,150.947,52.127,92.04004286
1838,126.267,55.913,2.28,113.5,135.9,151.727,51.66,91.03528571
1839,123.94,55.433,2.62,110.4,135.84,152.593,50.807,90.23328571
1840,122.327,56.047,3.7733,107.887,134.613,152.787,50.533,89.70961429
1841,119.74,55.127,3.0333,106.047,133.713,151.653,49.193,88.35804286
1842,115.327,54.073,1.96,104.107,132.58,150.82,48.553,86.77428571
1843,111.46,54.067,2.2867,101.933,131.487,150.473,49.493,85.88567143
1844,107.973,54.58,2.72,98.14,130.847,148.713,49.947,84.70285714
1845,105.52,54.033,2.3533,94.727,129.467,147.56,49.247,83.27247143
1846,102.16,52.407,2.3533,91.027,127.327,145.687,48.307,81.32404286
1847,99.62,51.333,1.9267,90.273,126.053,143.72,48.413,80.19124286
1848,97.267,52.913,2.5067,90.2,124.887,142.333,49.873,79.9971
1849,94.06,53.133,2.3333,87.92,123.253,141.26,49.913,78.8389
1850,90.193,52.107,2.3467,86.273,120.847,139.133,49.607,77.21524286
1851,88.72,50.833,2.3333,85.273,118.147,137.2,49.013,75.93132857
1852,86.853,50.4,2.36,83.313,114.38,135.32,48.427,74.43614286
1853,84.64,49.46,2.24,83.1,112.453,134.86,48.873,73.66085714
1854,81.993,49.293,1.9467,83.18,109.267,133.953,48.593,72.60367143
